GPSPointLocation,CulvertID,CulvertAccessibility,ReasonforInaccessability,InletisMDIorSCI,Material,NumberofCulverts,InletEndSectionType,OutletEndSectionType,DropInletDetails,Culvert_Shape,PhysicalDamage,Corrosion,SpanIn,RiseIn,WidthofMultiCulvertsFt,Silting,Scour,Erosion_Control,ChannelType,ChannelCondition,Skew,DegreesofSkew,Comments,Collector,Correctionsource,Workspace,DeviceID,CorrStatus,CreationDateTime,UpdateDateTime,HorizEstAcc,VertEstAcc,TaskName,Photos_Multiple,X,Y,Z
Inlet,E123,Yes,,No,Concrete,2,No End Section,No End Section,,Circular,None,,54,54,14,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-13T15:29:07.608603,,0.67,1.01,,https://na.api.maps.trimblegeospatial.com/forms/images/958a4326-6ac8-4bd5-b14b-404f4cac572a?hash=40yp3FiXn%2bNSMS06JA5T3e8v5DOs16wWJ0%2bFxas2%2bSM%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/289bfc79-891f-4c36-957a-0add5a2e6a5f?hash=zrVir4GPOvjP7bjAgiWUpyUCj7bLVIQ%2f6myKx%2fqH4jE%3d&projectId=bo9nt6JWFsc,-108.17880744607176,36.5690651163388,1803.1871014051242
Outlet,B524,Yes,,No,,1,,,,,Heavy Damage (metal),,,,,,,,,,,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-21T15:35:07.879468,,1.06,1.6600000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/4ea88c80-beec-45e7-bfb1-bdd8409f46e8?hash=9Q4XgoR60ehf49UbQsfQP7h5O0HoGy2eSBvkZ%2fE%2fJVs%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/19a3a913-3a3b-4708-ae61-860600aadfc7?hash=ymkTTdkNtcvXACNXvvLYpM7lMOoPlC77wO8PnQzU11s%3d&projectId=bo9nt6JWFsc,-108.70970576146519,36.207043081107386,1736.1793335609239
Inlet,C805,Yes,,No,Corrugated Metal,1,No End Section,Unknown,,Circular,Moderate Damage (metal),Moderate (Rusting on Inside AND Outside),30,30,,>90% Silted,Minor Scour (1 to 3 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,Outlet not found,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-20T10:56:28.532334,,1.1400000000000001,1.7000000000000002,,https://na.api.maps.trimblegeospatial.com/forms/images/d7cd0d3b-c806-4be3-ae00-ead15a038a9d?hash=aIVBagdy9O1SXoHhNLaV32OdDx6Q5h1ldjDonYC0wtc%3d&projectId=bo9nt6JWFsc,-106.33146128489376,35.11243422276621,2028.8259509893744
Inlet,A942,Yes,,No,Concrete,1,CBC without Apron,CBC without Apron,,Box,Spalling and Cracks on Headwall/Aprons,,60,84,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Right Forward,45,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-27T14:07:29.665594,,0.66,0.98,,https://na.api.maps.trimblegeospatial.com/forms/images/c7ff0e1b-f8a1-48e3-a5bf-84c6d35a7234?hash=dtgi7CtKJyQNLizB5OFoSjFd1AksrLuxF9RWjdkS0vY%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/3fab68fb-1b20-43ce-b38b-b1b0e210320d?hash=c7gkeI0BnoDB%2f%2btdHPkrpnhDnOddmjlF59gDP8XcAL4%3d&projectId=bo9nt6JWFsc,-105.25210923955306,35.51821867187747,1959.8222195180763
Outlet,A961,Yes,,No,Concrete,1,CBC without Apron,CBC without Apron,,Box,"Severe Spalling, Exposed Rebar (concrete)",,48,48,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Right Forward,45,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-27T15:31:20.098521,2023-06-28T13:24:11.685025,0.65,0.97,,https://na.api.maps.trimblegeospatial.com/forms/images/2ba7fdc8-7ef7-491a-aab8-8d8f3b6021b4?hash=OaTh2zqZ0w2P%2fLhrK1WXnjsqvtywNg42%2bCxuErAv7DY%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/2e5b8c79-8fa2-419d-84e8-2299c0f99619?hash=k0T%2bNsur%2bipIXQmX6E%2bBN0WjH1foPY0rgT1%2f2Qyqokg%3d&projectId=bo9nt6JWFsc,-105.26959474172396,35.492697345042885,1982.771841110398
Inlet,D557,Yes,,No,Corrugated Metal,1,Headwall,Unknown,,Arch Pipe,None,Not Known,28,20,,60% to 90% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-13T08:00:23.516007,,1.08,1.62,,https://na.api.maps.trimblegeospatial.com/forms/images/510ebcc9-d67e-458f-893b-640ba98e9413?hash=YI9UBJ54t809xQFZtLeVJ64vTTy0FDoX3yHwN4CWaAg%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/f8652239-05ae-4057-9e6e-23136e981901?hash=%2fQQf9SNpUPOG1PjUNWiMCnlJ1VBi2ZRqsL0MRVFMHEw%3d&projectId=bo9nt6JWFsc,-106.8434847746695,36.23505496475857,2238.8739160686355
Outlet,D227,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Moderate Damage (metal),Minor (Rusting on Inside OR Outside),24,24,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,"External corrosion, end section disconnected from outlet",culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-30T13:21:37.71918,2023-05-30T14:13:02.261053,0.6900000000000001,1.03,,https://na.api.maps.trimblegeospatial.com/forms/images/68ba517f-0c4e-47b9-a8b4-75b59d38d943?hash=UJe367rD8FxwEcv5TqBMyNqx%2fDBw7KBVjN5Wu2BpxgM%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/5aa8275e-d088-49ea-9a27-28c9d9ad2669?hash=hqZRZByfdyAIKwa%2fx79dlZ3Ps%2fJqqaPOrDoj5Z0Y65k%3d&projectId=bo9nt6JWFsc,-107.01113637287428,36.42106995955409,2265.95096959364
Inlet,C357,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Arch Pipe,None,Not Known,57,38,,,Little or no Scour ( < 1 ft),None,No Channel Evident,,Right Forward,22.5,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-06T10:00:46.818889,2023-06-06T10:25:36.12661,1.45,2.18,,https://na.api.maps.trimblegeospatial.com/forms/images/6048e3a1-a939-4569-a523-765da29ba07f?hash=MNUyZyQPBRIYgpUrgt6aPGWqW0KX%2bFGLlmEWdzklsss%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/bc46aed2-a61b-49e2-9767-57dab0e92d5a?hash=muxyOuO0x5jImAjN%2fa4Dv%2bDAoU6LBhkGK8ghHEVhWvo%3d&projectId=bo9nt6JWFsc,-108.23405911487845,36.52923462843248,1878.1166685290211
Outlet,A629,Yes,,No,Corrugated Metal,2,No End Section,No End Section,,Circular,Heavy Damage (metal),Moderate (Rusting on Inside AND Outside),30,30,7.5,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-13T15:45:32.304763,2023-06-13T15:49:05.40175,0.65,0.98,,https://na.api.maps.trimblegeospatial.com/forms/images/1f67a845-5d51-4139-ad4e-5506d13b67c1?hash=T4s%2bnZc%2b1ik5CSWqmmuh3oLGwzfU2B4dE5HKLyxRHxI%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/b59d2683-f5d4-441c-bfb1-8dcf4443714f?hash=6mcUE%2bAH17LSZhB%2b5pd4BawRIKvM%2b2srzswND8ls3zE%3d&projectId=bo9nt6JWFsc,-105.2469529848012,35.94855593631144,2159.037952759765
Inlet,A353,Yes,,No,Corrugated Metal,1,Concrete Slope Blanket,Concrete Slope Blanket,,Circular,Minor Damage (metal),Not Known,90,90,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-05-31T13:46:59.827085,2023-05-31T13:59:53.507597,1.27,1.9100000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/b29e40e6-6566-4c2b-a50a-8ea3373f0dd4?hash=EQGhX%2fWXrWKeKe1ulw1S%2bqPr2utvMJJZxz8aRx3sccI%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/ec634873-93b4-446c-981b-5bd10bb2c851?hash=DmC8Ek50TXCPo751n7TRL8DtxAdMEeuJgoIN1NXl9rY%3d&projectId=bo9nt6JWFsc,-104.83477281768985,35.59552792575882,1982.3507815983105
Outlet,D356,Yes,,No,Corrugated Metal,3,Metal End Section,No End Section,,Circular,None,Minor (Rusting on Inside OR Outside),30,30,13,60% to 90% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,"Minor corrosion outside . one outlet of the culvert is not found, silted over",culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T14:40:26.01421,,0.62,0.9400000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/3bebb592-1451-46c9-979c-d52ab0bc8615?hash=xS0urA6OWjQbLaY%2bTnjaJZtDUavAmlikPVoi%2bikbbtA%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/e6d47ab0-a632-40d9-adb1-bbb94bbef613?hash=m6yPkgANr6nrEZeVTBuhZ00MwBty0J14Ny606XC43cU%3d&projectId=bo9nt6JWFsc,-107.36099019288365,36.181617212703344,2043.3017765404852
Inlet,D350,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Arch Pipe,None,None Evident,71,47,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,The culvert itself doesn't have much silt,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-01T14:06:19.860101,2023-06-01T14:15:28.023438,0.68,1.02,,https://na.api.maps.trimblegeospatial.com/forms/images/29e13929-1c9c-4ac2-968a-9a378b119807?hash=aqUf%2fWHtl%2fjjfu0Qndr2%2fNWGTPiq0qFdOD978tKv7Sc%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/d1a21417-7962-400e-876e-8570c5295722?hash=gGKWVXBkwIeUkbDuvW3kMTnwcKY%2f0%2bzi5uU8RSjsoz4%3d&projectId=bo9nt6JWFsc,-107.33731886427644,36.180559542678914,2049.055442496167
Turnouts (Road),B237,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,Not Known,18,18,,10% to 30% Silted,Little or no Scour ( < 1 ft),Not Evident,Roadside/Median Ditch,Channel Degrading,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-05T15:28:55.967186,2023-06-05T15:36:33.106735,0.9,1.5,,https://na.api.maps.trimblegeospatial.com/forms/images/c75cddd7-d3c5-4821-9fc6-564f99279bab?hash=J4VxFAiSnLMVJcNORnBeN8Y4ukBh5rIdckOg3ppLO%2f8%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/3b2a1f72-62df-4b5d-91d2-08de32612ec3?hash=NUd%2fDbgnMLRIOHHlhFFNXlQiAH3fq9ElF9afw102oss%3d&projectId=bo9nt6JWFsc,-108.74840367316472,35.858636297922395,1948.693098270954
Inlet,E255,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Arch Pipe,None,None Evident,66,51,,Minor Silting (<10%),Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-21T11:20:55.023996,2023-06-21T12:08:13.442774,0.71,1.06,,https://na.api.maps.trimblegeospatial.com/forms/images/8204c0ed-f806-416a-810a-5669f21bb76d?hash=sN3ZIwxrLnFDqC8kcnHELJKgT95LJL5rE54X0Y7J3yU%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/54a3a1c2-a963-4630-95cb-0ed1af91eec2?hash=v5cFJQlvaWvEZ22wWHjaKCwTrjN1903XS%2bb25etsiz0%3d&projectId=bo9nt6JWFsc,-108.71208117853668,36.56685886514936,1641.7252150729907
Outlet,D785,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,Minor (Rusting on Inside OR Outside),30,30,,Clean,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-21T08:50:00.953534,2023-06-21T08:54:45.655398,1.35,2.03,,https://na.api.maps.trimblegeospatial.com/forms/images/fd2b0699-70d4-4dd3-bae9-17897450703a?hash=p8g%2fgwX0TqS28LLiThVWiWWzEFhc8e3P07c4HZBOB58%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/2c4382ff-686d-4467-9b4f-3f63e6c5374f?hash=%2bDxUsE6hLdTLcuvy7Xr3zz3Bz738sish%2fmeO1z5cyVE%3d&projectId=bo9nt6JWFsc,-106.87035190841627,36.341052288652364,2137.1323992472107
CDI,B42,Yes,,Yes,Concrete,1,MDI / SDI / CDI,Unknown,1 pipe (lateral),Circular,None,,24,24,,Clean,Little or no Scour ( < 1 ft),Other,Other,,Normal,,Lots of silt within the drop inlet though not obstructing flow from the pipe,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-05-24T07:42:06.236397,,0.8,1.08,,https://na.api.maps.trimblegeospatial.com/forms/images/6b30d8c9-57d6-4e1f-90b4-9de7fd8b8507?hash=bXWL6ZwpfYUPYKnUxh273NpiJQGkPgOfexjXJA7czdc%3d&projectId=bo9nt6JWFsc,-108.75892024717481,35.5372885079183,1992.3345527149922
Inlet,D882,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Heavy Damage (metal),Minor (Rusting on Inside OR Outside),24,24,,Clean,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-22T09:25:24.483091,,1.32,1.98,,https://na.api.maps.trimblegeospatial.com/forms/images/1fa34d03-88d0-4d0e-9584-286901785f15?hash=7fek0ov6DeHR%2bjttEOmkesRhgSmgtdM4e420s1aDhfc%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/ed08dc49-dc83-4251-906a-583d4fa70e52?hash=DSzxeTmPDoHI6WkxLef%2fPji1C3ocJuFV9pkJnelieSE%3d&projectId=bo9nt6JWFsc,-106.70487104890137,36.59158322815682,2161.459553715944
Inlet,E46,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,Minor (Rusting on Inside OR Outside),48,48,,Clean,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-07T08:53:52.848343,,1.19,1.78,,https://na.api.maps.trimblegeospatial.com/forms/images/2cce8d56-8ca1-468e-be1d-1b4b1a01ca30?hash=2w4V%2fo4kP3FOk9vKnvFV2R5nv386mmmAxUH12VDSa6g%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/21e6ab21-3919-410a-879f-40474b5bfc46?hash=DtlWmpH9ZmxleMuy509n66sjk5o1u33YU3Zxtxf3xx0%3d&projectId=bo9nt6JWFsc,-108.69678595718337,36.83875382182391,1541.7619830205285
Inlet,C627,Yes,,No,Corrugated Metal,1,Metal End Section,Unknown,,Circular,None,None Evident,30,30,,Clean,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Dry/Heavily Vegetated,Normal,,,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-13T15:58:55.37766,,0.97,1.46,,https://na.api.maps.trimblegeospatial.com/forms/images/d22f9ac6-549f-427c-8f13-babe32a7bc45?hash=ipQMNJqSxJnu8cnjp3hGjG9jT1OwbCC6iYJwk%2f1Ukhc%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/4fc96e56-5f7d-4800-b1ce-57a759e60bfe?hash=7ihBRg5htZT8iMXwGJyIx71kmkobfvfqwk%2fslQFzx0Q%3d&projectId=bo9nt6JWFsc,-107.63171481689947,36.84722866226283,1952.9194331722613
Driveway (Private or Commercial),A1016,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Minor Damage (metal),Not Known,24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Good,Normal,0,,culvertam1@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-28T16:05:08.823518,,1.13,1.69,,https://na.api.maps.trimblegeospatial.com/forms/images/81d6e2ce-9127-4266-80a5-8d347f3674df?hash=FLr8dBCV84gGWargw1%2f1p7c43RMieKqC%2fU1cCe4Tes4%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/767e91a4-f89b-47bd-b4a0-4561828c039e?hash=WXNKgTZi9lFwq6yg%2fqFJpGnBES8xpYSCJmDyM6JGuec%3d&projectId=bo9nt6JWFsc,-105.30147558337102,35.42305219377851,1916.4647520365477
MDI / SDI,C774,No,Not Found,Yes,Corrugated Metal,1,MDI / SDI / CDI,Unknown,1 pipe (lateral),Circular,None,None Evident,24,24,,Clean,,Not Evident,Roadside/Median Ditch,Dry/Heavily Vegetated,Normal,,Outlet not found,culvertam3@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-19T15:36:14.853276,2023-06-20T18:18:55.488985,0.66,0.99,,https://na.api.maps.trimblegeospatial.com/forms/images/91ad2876-e106-4628-8589-c38caa0ae535?hash=HG6SIf837xXG5f%2b9fv7u5RGnN7li82ATcCUt41swrZ8%3d&projectId=bo9nt6JWFsc,-106.36313828167043,35.10003889554425,1972.0752932984942
Inlet,D522,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Minor Damage (metal),Minor (Rusting on Inside OR Outside),24,24,,Clean,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Dry/Heavily Vegetated,Normal,,Corrosion outside,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-12T11:32:57.63245,2023-06-12T11:53:36.295775,1.05,1.58,,https://na.api.maps.trimblegeospatial.com/forms/images/e7400fac-4dd0-441d-8075-95ad59d246a8?hash=m5G4%2btqudn7eaPoPEG9Uc6dU4Latcoq0XkjuRyjVH10%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/841d3e18-ce42-4c15-a0c7-3f92cf1e8d52?hash=wGrTmxhOHJqN9VyknfTVRjRCEkjUZbU7esINWv%2bJnDs%3d&projectId=bo9nt6JWFsc,-106.89885092970816,36.24160513850243,2251.600640880296
Outlet,B406,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,None,Minor (Rusting on Inside OR Outside),30,30,,>90% Silted,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-14T14:51:54.510865,,1.26,2.03,,https://na.api.maps.trimblegeospatial.com/forms/images/3f831bcd-3461-4bda-96db-8b50709d965f?hash=0lfaWIN%2fw7UrqPuWtJsoofH1fkEoQZ2TPUHJIb%2b1ZJo%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/cef24e4b-3ad7-407c-89a2-6372d083a1dd?hash=K37ehRaXl2J6gI3v66bwyxc1hx1dkP7fDTSKCSfDbQs%3d&projectId=bo9nt6JWFsc,-108.92196025804952,36.07334013051737,2448.8203155688075
Outlet,D847,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Heavy Damage (metal),Minor (Rusting on Inside OR Outside),36,36,,Clean,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,Corrosion outside . there's a hole in the culvert,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-21T14:47:16.103188,2023-06-21T15:22:33.994701,1.28,1.9100000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/6fd16481-d0d6-4091-b81f-82f0d4f120ab?hash=R752dQOhLn4RO5ltovmy22k1MI2vEsVPfoMH36Yo4KY%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/ce515e5b-83c3-469a-a1a1-ba81508eef1b?hash=EihAkrg0ATb3WofoIQWFmf9Fi0x1hDlq8c2o2GEGQ10%3d&projectId=bo9nt6JWFsc,-106.79596554189031,36.54781041449047,2139.5158857114393
Outlet,E228,Yes,,No,Corrugated Metal,1,Concrete Slope Blanket with Safety Grate,Concrete Slope Blanket with Safety Grate,,Circular,None,None Evident,24,24,,>90% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Dry/Heavily Vegetated,Normal,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-20T15:16:59.682347,2023-06-20T15:23:30.585555,1.26,1.8900000000000001,,https://na.api.maps.trimblegeospatial.com/forms/images/dd3f5f81-0189-4391-97b8-dd9a037d828b?hash=RvZKJ6LAGy7T11vx3lVrLh2WPWNlrzG0V7xKjQEjNII%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/5eac673b-88c9-47dc-a6f4-9754d18dac43?hash=caT5YxqtvL5L7EdumZARS4GksrBwipEEKdaxNoQkr%2fg%3d&projectId=bo9nt6JWFsc,-108.70509316722853,36.62266968945797,1601.3657982832517
Turnouts (Road),B286,Yes,,No,Corrugated Metal,1,Concrete Slope Blanket with Safety Grate,Concrete Slope Blanket with Safety Grate,,Circular,None,None Evident,18,18,,10% to 30% Silted,Little or no Scour ( < 1 ft),None,Roadside/Median Ditch,Weeds and/or Debris,Left Forward,30,,culvertam2@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600_2,Autonomous,2023-06-07T10:47:19.50225,2023-06-07T10:59:37.736465,1.4100000000000001,2.06,,https://na.api.maps.trimblegeospatial.com/forms/images/921cfabd-ab17-4340-91f3-1f89ab3ec4da?hash=A2eh1TRTIl3poBcWQwS2MX%2btwtYXe9LyxvUechvDtjs%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/8ae5f51b-e76c-4ecf-9022-db9de9423798?hash=RyL5KiQ1ChgJ6sIwDZvWGPvzwgSA5sIi609yJnEbX9I%3d&projectId=bo9nt6JWFsc,-108.65715199108213,35.996604932188184,1809.8224642757687
Inlet,D896,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,None,Not Known,24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-22T10:35:17.330626,,0.84,1.25,,https://na.api.maps.trimblegeospatial.com/forms/images/e96384cb-40f9-4331-adc4-3516ef32d56a?hash=G8H1Brw%2bKgxF3pW%2fGJyG8l4YLJYUyIaciY0JmUXjxJ4%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/1bfac15f-1f17-4e6e-b706-e9baa9c06c03?hash=O%2bSNvoC1fyOMQSN2abZF1EWYdvFqcxQONRs8ob2wdrc%3d&projectId=bo9nt6JWFsc,-106.68741938385392,36.599069224456144,2159.5915218860055
Inlet,D910,Yes,,No,Corrugated Metal,1,No End Section,No End Section,,Circular,Minor Damage (metal),Moderate (Rusting on Inside AND Outside),24,24,,Clean,Little or no Scour ( < 1 ft),None,No Channel Evident,,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-26T12:52:54.595536,,0.9500000000000001,1.42,,https://na.api.maps.trimblegeospatial.com/forms/images/3b068159-6e62-40e7-903e-be0f447a8874?hash=ZVn7aPUAjaf8Xjd%2bHDE5HWmczlgKIIO4zCoIg0J1I84%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/08bbc110-2891-4ea6-bd60-b63ce155b253?hash=vxGC3PRsC4r7qNA%2brEmVbY69VFEXTuQWmEx%2fnjCq30Y%3d&projectId=bo9nt6JWFsc,-106.61163787816092,36.68012786924612,2239.3188089002138
Outlet,D611,Yes,,No,Corrugated Metal,1,Metal End Section,Metal End Section,,Circular,Minor Damage (metal),None Evident,24,24,,Clean,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Weeds and/or Debris,Normal,,,culvertam4@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-13T13:52:54.506275,,1.3,1.9500000000000002,,https://na.api.maps.trimblegeospatial.com/forms/images/5f448061-8e5e-4da0-a5b6-fc375a76318b?hash=BedkDeszwQGABVcKRAL9Rjje%2fFQ89Fbudxvi5EAgwiE%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/6e0e5743-db84-4254-9b9a-f3dd08096ced?hash=cFKFucH8d2aAMEl2UWczwp0Hhn0em%2f0ZjZRk9Efl50c%3d&projectId=bo9nt6JWFsc,-106.75748113293932,36.19966829069895,2397.8585084311676
Outlet,E377,Yes,,No,Concrete,1,No End Section,No End Section,,Circular,"Spalling, No Exposed Rebar (concrete)",,24,24,,30% to 60% Silted,Little or no Scour ( < 1 ft),None,Dry Arroyo/Ephemeral,Good,Normal,,,culvertam5@npe.nmt.edu,None,Camp_PhaseII_Production_06192023,Trimble TDC600,Autonomous,2023-06-28T14:15:47.932478,2023-06-28T14:52:22.54677,1.23,1.85,,https://na.api.maps.trimblegeospatial.com/forms/images/d5271f14-7fd0-4f77-a9b4-1905f1412694?hash=pbVr%2bdvWvjdAx9zkc2IsQw385xzDeuaBZemZ%2fXyz8W0%3d&projectId=bo9nt6JWFsc|https://na.api.maps.trimblegeospatial.com/forms/images/aa98d508-9abf-44ea-a17f-b04eda01199d?hash=PsZJ7MEa3tVgNYJrD17pGHKo5P4B1G4AStpImydaiXA%3d&projectId=bo9nt6JWFsc,-108.89845674229993,36.81461930560815,1584.3224001566825
